new_text,new_label
['الاوردر'],['order']
['كام'],['invoice']
['5'],['item_number']
"['اغير', 'عنوان', 'البيت']","['change', 'address', 'address']"
"['لحد', 'دلوقتي']","['late', 'late']"
['للحين'],['late']
['رقم'],['phone_number']
"['احدث', 'عنواني']","['update_data', 'address']"
['عنوان'],['address']
"['قديش', 'وقت', 'الاوردر']","['show', 'late', 'order']"
"['غير', 'رقم']","['change', 'phone_number']"
"['تشيكن', 'بيتزا']","['ItemName', 'ItemName']"
"['عنوان', 'البيت']","['address', 'address']"
['القائمة'],['Menu']
['صغيرة'],['itemSize']
['القائمة'],['Menu']
['3'],['item_number']
"['اشوف', 'منيو', 'السندوتشات']","['show', 'Menu', 'ItemName']"
"['تعرضلي', 'منيو']","['show', 'Menu']"
['احذف'],['delete']
['مع'],['add']
['اعرضلي'],['show']
"['اعرف', 'الفاتورة']","['show', 'invoice']"
"['اشوف', 'منيو']","['show', 'Menu']"
['تشيكن'],['ItemName']
"['الاوردر', 'اد', 'ايه']","['order', 'late', 'late']"
['منيو'],['Menu']
"['3', 'بيتزا']","['item_number', 'ItemName']"
"['غير', 'اللغة']","['change', 'Language']"
['العنوان'],['address']
['الاوردر'],['order']
"['تغيرلي', 'عنوان']","['change', 'address']"
['2'],['item_number']
['تفرجيني'],['show']
['الاوردر'],['order']
"['عايزة', 'احذف', 'عنوان', 'البيت']","['show', 'delete', 'address', 'address']"
['العنوان'],['address']
['مع'],['add']
"['كام', 'الفاتورة']","['invoice', 'invoice']"
"['غير', 'رقم']","['change', 'phone_number']"
['اضيف'],['add']
"['شوف', 'البيتزا']","['show', 'ItemName']"
['احذف'],['delete']
['المنيو'],['Menu']
['رقم'],['phone_number']
['غير'],['change']
['اوردر'],['order']
['الاوردر'],['order']
"['3', 'بيتزا']","['item_number', 'ItemName']"
['الاوردر'],['order']
['الغي'],['cancel']
"['اغير', 'عنواني']","['change', 'address']"
['ايه'],['late']
"['اغير', 'العنوان']","['change', 'address']"
['الاوردر'],['order']
"['عنوان', 'البيت']","['address', 'address']"
"['غير', 'عنواني']","['change', 'address']"
"['اعرف', 'الاوردر', 'ايه']","['show', 'order', 'late']"
['الاوردر'],['order']
['كبيرة'],['itemSize']
"['عايزة', 'اوردر']","['show', 'order']"
"['اغير', 'اللغة']","['change', 'Language']"
['الاوردر'],['order']
['قائمة'],['Menu']
"['هاخد', '3', 'ساندوتش']","['show', 'item_number', 'ItemName']"
"['عايزة', 'الغي', 'عنواني']","['show', 'cancel', 'address']"
['عنواني'],['address']
"['تعرضلي', 'طلبتها']","['show', 'order']"
"['عايزة', 'رقم']","['show', 'phone_number']"
['الطلبات'],['order']
['الاوردر'],['order']
"['الاوردر', '2', 'تشيكن', 'ساندوتش']","['order', 'item_number', 'ItemName', 'ItemName']"
['الاوردر'],['order']
['الاوردر'],['order']
"['احذف', 'تشيكن']","['delete', 'ItemName']"
"['عنوان', 'البيت']","['address', 'address']"
"['اسجل', 'عنواني']","['update_data', 'address']"
"['تغيير', 'عنوان', 'البيت']","['change', 'address', 'address']"
"['الاوردر', 'دلوقتى']","['order', 'late']"
"['2', 'واحد', 'واحد', 'كبير']","['item_number', 'item_number', 'item_number', 'itemSize']"
['العنوان'],['address']
['تغيير'],['change']
['بيتزا'],['ItemName']
['غير'],['change']
['قديش'],['show']
['ايه'],['late']
"['3', 'سوبر', 'سوبريم', 'بيتزا', 'غير']","['item_number', 'ItemName', 'ItemName', 'ItemName', 'change']"
"['2', 'مع']","['item_number', 'add']"
['كبير'],['itemSize']
"['اغير', 'رقم', 'الجوال']","['change', 'phone_number', 'phone_number']"
['الاوردر'],['order']
"['اغير', 'العنوان']","['change', 'address']"
['مع'],['add']
"['اضيف', 'رقم']","['add', 'phone_number']"
['مع'],['add']
['قائمة'],['Menu']
['اشوف'],['show']
['عنواني'],['address']
"['رقم', 'الموبايل']","['phone_number', 'phone_number']"
"['تغيرلي', 'رقم', 'الجوال']","['change', 'phone_number', 'phone_number']"
"['عايزة', 'اوردر', 'رقم']","['show', 'order', 'phone_number']"
['غير'],['change']
"['احدث', 'العنوان']","['update_data', 'address']"
"['اشوف', 'قائمة', 'الطعام']","['show', 'Menu', 'Menu']"
"['2', 'ساندوتش']","['item_number', 'ItemName']"
['تشيكن'],['ItemName']
['الاوردر'],['order']
"['اشوف', 'الطلبات']","['show', 'order']"
"['اسجل', 'عنوان']","['update_data', 'address']"
['مع'],['add']
['عنواني'],['address']
['العنوان'],['address']
['اضيف'],['add']
['ايه'],['late']
"['اشوف', 'الاوردر']","['show', 'order']"
['الاوردر'],['order']
['الاوردر'],['order']
"['2', 'بيتزا']","['item_number', 'ItemName']"
['احذف'],['delete']
"['وقت', 'اد', 'ايه']","['late', 'late', 'late']"
['5'],['item_number']
['الاوردرات'],['order']
['عايزة'],['show']
['الطلبات'],['order']
['اعرف'],['show']
"['اغير', 'رقم']","['change', 'phone_number']"
['مع'],['add']
"['2', 'بيتزا', 'كبيرة']","['item_number', 'ItemName', 'itemSize']"
"['وريني', 'الاوردرات', 'طلبتها', 'قبل']","['show', 'order', 'order', 'previous']"
"['عايزة', 'احذف']","['show', 'delete']"
['رقم'],['phone_number']
['الاوردر'],['order']
"['مع', 'كبير']","['add', 'itemSize']"
"['رقم', 'موبايلي']","['phone_number', 'phone_number']"
"['تغير', 'عنوان', 'البيت']","['change', 'address', 'address']"
['العنوان'],['address']
"['الغي', 'عنواني']","['cancel', 'address']"
"['ايه', 'دلوقتي']","['late', 'late']"
['الاوردر'],['order']
"['اشوف', 'الطلبات']","['show', 'order']"
['منيو'],['Menu']
"['وريني', 'الطلبات', 'السابقة']","['show', 'order', 'previous']"
['واحد'],['item_number']
['عنواني'],['address']
['امسح'],['delete']
"['تبعتلي', 'الاوردر']","['show', 'order']"
['مع'],['add']
"['عايزة', 'اغير', 'اللغة']","['show', 'change', 'Language']"
"['تغيرلي', 'اللغة']","['change', 'Language']"
"['عايزة', 'اضيف']","['show', 'add']"
['لحد'],['late']
['مع'],['add']
['طلبتها'],['order']
['كبير'],['itemSize']
"['اشوف', 'قائمة', 'الطعام']","['show', 'Menu', 'Menu']"
['الاوردر'],['order']
"['عايزة', 'احدد', 'عنوان']","['show', 'add', 'address']"
"['تغيير', 'البيانات']","['change', 'update_data']"
"['غير', 'العنوان']","['change', 'address']"
"['تفرجيني', 'قبل']","['show', 'previous']"
"['2', 'مع']","['item_number', 'add']"
['رقم'],['phone_number']
['رقم'],['phone_number']
['رقم'],['phone_number']
"['اشوف', 'قبل']","['show', 'previous']"
['اشوف'],['show']
['كبيرة'],['itemSize']
['عايزة'],['show']
['سلطة'],['ItemName']
"['رقم', 'البيت']","['phone_number', 'address']"
"['اغير', 'عنوان', 'البيت']","['change', 'address', 'address']"
"['اشوف', 'قائمة', 'الطعام']","['show', 'Menu', 'Menu']"
['اشوف'],['show']
"['اتنين', 'غير']","['item_number', 'change']"
['السابقة'],['previous']
"['اشوف', 'الاوردرات', 'السابقة']","['show', 'order', 'previous']"
"['2', 'بيتزا', 'كبير']","['item_number', 'ItemName', 'itemSize']"
['غير'],['change']
"['الاوردر', 'ايه']","['order', 'late']"
"['غير', 'رقم', 'الجوال']","['change', 'phone_number', 'phone_number']"
"['اضيف', 'عنوان', 'البيت']","['add', 'address', 'address']"
['3'],['item_number']
"['احدد', 'عنواني']","['add', 'address']"
"['تعرضلي', 'قائمة', 'الطعام']","['show', 'Menu', 'Menu']"
['المنيو'],['Menu']
['تشيكن'],['ItemName']
['تشيكن'],['ItemName']
"['غير', 'رقم', 'الموبايل']","['change', 'phone_number', 'phone_number']"
['الاوردر'],['order']
['اعرف'],['show']
['تشيكن'],['ItemName']
['مع'],['add']
['الاوردر'],['order']
['تغيير'],['change']
"['اشوف', 'قبل']","['show', 'previous']"
['منيو'],['Menu']
"['اوردر', '2', 'بيتزا', 'سوبر', 'سوبريم', 'غير']","['order', 'item_number', 'ItemName', 'ItemName', 'ItemName', 'change']"
"['اعرضلي', 'الطلبات']","['show', 'order']"
"['اغير', 'عنواني']","['change', 'address']"
"['الاوردر', 'رقم']","['order', 'phone_number']"
"['امسح', 'العنوان']","['delete', 'address']"
"['غير', 'اللغة']","['change', 'Language']"
"['شوف', 'المنيو']","['show', 'Menu']"
"['اسجل', 'عنواني']","['update_data', 'address']"
['الاوردر'],['order']
"['عنوان', 'البيت']","['address', 'address']"
['ساندوتش'],['ItemName']
"['شوف', 'المنيو']","['show', 'Menu']"
"['تغير', 'عنوان', 'البيت']","['change', 'address', 'address']"
"['اسجل', 'عنوان', 'البيت']","['update_data', 'address', 'address']"
"['اعرضلي', 'المنيو']","['show', 'Menu']"
"['منيو', 'الاطباق']","['Menu', 'Menu']"
"['اشوف', 'طلباتي', 'طلبتها', 'قبل']","['show', 'order', 'order', 'previous']"
"['قديش', 'وقت']","['show', 'late']"
['الغي'],['cancel']
['عنواني'],['address']
['الاوردر'],['order']
"['اشوف', 'الكارت']","['show', 'card']"
['طلبتها'],['order']
"['رقم', 'للرقم']","['phone_number', 'phone_number']"
"['اعرف', 'الاوردر', 'ايه']","['show', 'order', 'late']"
['2'],['item_number']
"['اعرف', 'الاوردر', 'فاضله', 'ايه']","['show', 'order', 'late', 'late']"
"['الطلبات', 'لحد']","['order', 'late']"
"['قائمة', 'تغيير', 'البيانات']","['Menu', 'change', 'update_data']"
['الطلبات'],['order']
"['اعرف', 'الاوردر']","['show', 'order']"
"['تغيير', 'رقم', 'الجوال']","['change', 'phone_number', 'phone_number']"
['رقم'],['phone_number']
['الاشياء'],['order']
['رقم'],['phone_number']
"['اضيف', 'العنوان']","['add', 'address']"
"['اسجل', 'عنوان', 'البيت']","['update_data', 'address', 'address']"
"['اعدل', 'العنوان']","['edit', 'address']"
"['الغي', 'عنوان']","['cancel', 'address']"
['عنوان'],['address']
['العنوان'],['address']
['الاوردر'],['order']
"['2', 'بيتزا']","['item_number', 'ItemName']"
"['احدث', 'البيانات']","['update_data', 'update_data']"
"['ايه', 'الاوردر', 'لحد', 'دلوقتى']","['late', 'order', 'late', 'late']"
"['اعرف', 'اسجل', 'بياناتي']","['show', 'update_data', 'update_data']"
['الاوردر'],['order']
"['عنوان', 'البيت']","['address', 'address']"
"['اعرف', 'منيو']","['show', 'Menu']"
['اشوف'],['show']
['الفاتورة'],['invoice']
"['شوف', 'الاوردر']","['show', 'order']"
['3'],['item_number']
"['وقت', 'اد', 'ايه']","['late', 'late', 'late']"
"['2', 'بيتزا', 'مع']","['item_number', 'ItemName', 'add']"
"['اعرف', 'ايه']","['show', 'late']"
"['اغير', 'اللغة']","['change', 'Language']"
"['3', 'بيتزا', 'بدون']","['item_number', 'ItemName', 'Exclude']"
"['عايزة', 'تشيكن']","['show', 'ItemName']"
"['احط', 'عنواني']","['add', 'address']"
['الاطباق'],['Menu']
['مع'],['add']
"['تفرجيني', 'القائمة']","['show', 'Menu']"
['البيت'],['address']
"['تعرضلي', 'الطعام']","['show', 'Menu']"
"['شوف', 'الطلبات', 'السابقة']","['show', 'order', 'previous']"
"['عنوان', 'البيت']","['address', 'address']"
['تفرجيني'],['show']
['الاوردر'],['order']
"['تبعتلي', 'الاوردرات', 'طلبتها', 'قبل']","['show', 'order', 'order', 'previous']"
"['شوف', 'الاوردرات']","['show', 'order']"
['اعرضلي'],['show']
"['وريني', 'قائمة', 'البيتزا']","['show', 'Menu', 'ItemName']"
['ساندوتش'],['ItemName']
"['عايزة', 'احذف', 'عنواني']","['show', 'delete', 'address']"
['ايه'],['late']
['كام'],['invoice']
"['اشوف', 'المنيو']","['show', 'Menu']"
"['امسح', 'عنوان']","['delete', 'address']"
"['شوف', 'الطعام']","['show', 'Menu']"
"['اعرف', 'الاوردر', 'ايه']","['show', 'order', 'late']"
"['قائمة', 'الطعام']","['Menu', 'Menu']"
['عايزة'],['show']
"['3', '2', 'بيتزا']","['item_number', 'item_number', 'ItemName']"
"['قديش', 'وقت']","['show', 'late']"
['اوردر'],['order']
['رقم'],['phone_number']
['الاوردر'],['order']
"['وريني', 'الاوردر']","['show', 'order']"
['الفاتورة'],['invoice']
"['اغير', 'رقم', 'موبايلي']","['change', 'phone_number', 'phone_number']"
"['3', 'بدون']","['item_number', 'Exclude']"
"['غير', 'رقم', 'الجوال']","['change', 'phone_number', 'phone_number']"
['العنوان'],['address']
['الطلبات'],['order']
['الفاتورة'],['invoice']
['هاخد'],['show']
['قبل'],['previous']
"['شوف', 'القائمة']","['show', 'Menu']"
['اروح'],['show']
['مع'],['add']
['الحجم'],['itemSize']
"['ايه', 'قائمة', 'البيتزا']","['late', 'Menu', 'ItemName']"
['للرقم'],['phone_number']
"['عايزة', 'اضيف', 'عنوان']","['show', 'add', 'address']"
"['للحين', 'ماوصل', 'الاوردر', 'رقم']","['late', 'late', 'order', 'phone_number']"
['الطلبات'],['order']
['الاوردر'],['order']
['السابقة'],['previous']
"['رقم', 'موبايلي']","['phone_number', 'phone_number']"
['رقم'],['phone_number']
"['اشوف', 'الاوردر']","['show', 'order']"
['ساندوتش'],['ItemName']
['كبير'],['itemSize']
['المنيو'],['Menu']
['اغير'],['change']
['اوردر'],['order']
"['عايزة', 'امسح', 'عنوان', 'البيت']","['show', 'delete', 'address', 'address']"
"['اعرضلي', 'قبل']","['show', 'previous']"
"['عايزة', 'اسجل', 'عنوان']","['show', 'update_data', 'address']"
"['عايزة', 'اغير', 'البيانات']","['show', 'change', 'update_data']"
"['تغيير', 'العنوان']","['change', 'address']"
['عنواني'],['address']
['ايه'],['late']
"['قائمة', 'تغيير', 'البيانات']","['Menu', 'change', 'update_data']"
"['شوف', 'الطلبات', 'طلبتها']","['show', 'order', 'order']"
"['مع', 'الاوردر', 'رقم']","['add', 'order', 'phone_number']"
"['تبديل', 'اللغة']","['edit', 'Language']"
['الغي'],['cancel']
['بيتزا'],['ItemName']
['5'],['item_number']
['عنواني'],['address']
"['اعرف', 'الاوردر']","['show', 'order']"
['المنيو'],['Menu']
"['اشوف', 'طلباتي', 'قبل']","['show', 'order', 'previous']"
['العنوان'],['address']
['الطلبات'],['order']
['2'],['item_number']
['وريني'],['show']
['عنواني'],['address']
"['غير', 'رقم']","['change', 'phone_number']"
"['اشوف', 'الطلبات']","['show', 'order']"
['العنوان'],['address']
['تشيكن'],['ItemName']
['كبير'],['itemSize']
"['قائمة', 'الطعام']","['Menu', 'Menu']"
"['اغير', 'رقم', 'موبايلي']","['change', 'phone_number', 'phone_number']"
"['غير', 'رقم']","['change', 'phone_number']"
"['الاوردر', 'ايه']","['order', 'late']"
['الاوردر'],['order']
"['اشوف', 'قائمة', 'الطعام']","['show', 'Menu', 'Menu']"
['قبل'],['previous']
['العنوان'],['address']
['غير'],['change']
['مع'],['add']
"['قائمة', 'الطعام']","['Menu', 'Menu']"
"['اعرف', 'ايه']","['show', 'late']"
['اشوف'],['show']
"['اشوف', 'الاوردر']","['show', 'order']"
"['اضيف', 'رقم']","['add', 'phone_number']"
"['الاوردر', 'ايه']","['order', 'late']"
"['وقت', 'ايه']","['late', 'late']"
['القائمة'],['Menu']
"['شوف', 'منيو', 'البيتزا']","['show', 'Menu', 'ItemName']"
"['شوف', 'القائمة']","['show', 'Menu']"
"['شوف', 'منيو']","['show', 'Menu']"
['الاوردر'],['order']
"['طلباتي', 'السابقة']","['order', 'previous']"
['الاوردر'],['order']
"['تغير', 'عنوان', 'البيت']","['change', 'address', 'address']"
['رقم'],['phone_number']
['رقم'],['phone_number']
['عايزة'],['show']
"['الغي', 'العنوان']","['cancel', 'address']"
['عنواني'],['address']
"['اغير', 'اللغة']","['change', 'Language']"
['القائمة'],['Menu']
['المنيو'],['Menu']
"['اوردر', 'رقم', 'ايه']","['order', 'phone_number', 'late']"
"['عايزة', 'احدث', 'العنوان']","['show', 'update_data', 'address']"
['اروح'],['show']
"['اشوف', 'الاطباق', 'سبكترا']","['show', 'Menu', 'location']"
"['وريني', 'الاوردرات', 'السابقة']","['show', 'order', 'previous']"
"['عايزة', 'الغي', 'عنواني']","['show', 'cancel', 'address']"
"['الاوردر', 'رقم']","['order', 'phone_number']"
['منيو'],['Menu']
['الاوردر'],['order']
"['عنوان', 'البيت']","['address', 'address']"
"['احذف', 'عنواني']","['delete', 'address']"
['الاوردر'],['order']
"['الاوردر', 'ايه']","['order', 'late']"
['3'],['item_number']
['الطلبات'],['order']
['الاوردر'],['order']
"['عايزة', 'قائمة', 'البيانات']","['show', 'Menu', 'update_data']"
['شوف'],['show']
['مع'],['add']
"['رقم', '2']","['phone_number', 'item_number']"
"['اعرف', 'الاوردر']","['show', 'order']"
"['شوف', 'المنيو']","['show', 'Menu']"
"['اعرضلي', 'سبكترا']","['show', 'location']"
['البيتزا'],['ItemName']
"['عايزة', 'احذف']","['show', 'delete']"
"['تغيير', 'اللغة']","['change', 'Language']"
['الاوردر'],['order']
"['عنوان', 'البيت']","['address', 'address']"
['الاوردر'],['order']
"['تغيرلي', 'عنواني']","['change', 'address']"
"['اوردر', 'ايه']","['order', 'late']"
"['عايزة', 'اغير', 'العنوان']","['show', 'change', 'address']"
"['غير', 'رقم']","['change', 'phone_number']"
"['اعرف', 'الاوردر', 'وقت', 'ايه']","['show', 'order', 'late', 'late']"
['الانجليزية'],['Language']
"['الغي', 'العنوان']","['cancel', 'address']"
"['الغي', 'عنوان', 'البيت']","['cancel', 'address', 'address']"
['كام'],['invoice']
"['اشوف', 'اوردر']","['show', 'order']"
"['غير', 'رقم', 'الموبايل']","['change', 'phone_number', 'phone_number']"
['عنوان'],['address']
['المنيو'],['Menu']
"['3', 'تشيكن', 'كبير']","['item_number', 'ItemName', 'itemSize']"
"['هاخد', '2', 'بيتزا', 'كبير', 'مع']","['show', 'item_number', 'ItemName', 'itemSize', 'add']"
['اللغة'],['Language']
['المنيو'],['Menu']
"['اغير', 'رقم']","['change', 'phone_number']"
"['عايزة', 'اسجل', 'عنوان']","['show', 'update_data', 'address']"
"['تفرجيني', 'قائمة', 'الطعام']","['show', 'Menu', 'Menu']"
['تطلعنى'],['show']
"['شوف', 'قبل']","['show', 'previous']"
['الكارت'],['card']
['القائمة'],['Menu']
['الطلبات'],['order']
"['اد', 'ايه']","['late', 'late']"
['عايزة'],['show']
['اشوف'],['show']
['الاوردر'],['order']
['ميل'],['ItemName']
"['عايزة', 'الاوردر']","['show', 'order']"
"['اسجل', 'عنوان']","['update_data', 'address']"
"['الاوردر', 'فاضله', 'ايه']","['order', 'late', 'late']"
"['قائمة', 'الاوردرات', 'السابقة']","['Menu', 'order', 'previous']"
"['وقت', 'ايه']","['late', 'late']"
"['امسح', 'عنواني']","['delete', 'address']"
"['تغيرلي', 'القديمة', 'للرقم']","['change', 'previous', 'phone_number']"
['العنوان'],['address']
['مع'],['add']
"['اعرف', 'الاوردر', 'ايه']","['show', 'order', 'late']"
"['واحد', 'تشيكن']","['item_number', 'ItemName']"
"['شوف', 'المنيو']","['show', 'Menu']"
"['الغي', 'عنوان', 'البيت']","['cancel', 'address', 'address']"
"['عايزة', 'العنوان']","['show', 'address']"
"['عايزة', 'اعرف', 'كام']","['show', 'show', 'invoice']"
"['اشوف', 'الاوردرات']","['show', 'order']"
"['غير', 'رقم']","['change', 'phone_number']"
['مع'],['add']
"['الغي', 'ميل']","['cancel', 'ItemName']"
['تشيكن'],['ItemName']
"['مع', 'الاوردر']","['add', 'order']"
['منيو'],['Menu']
"['شوف', 'منيو', 'الاطباق']","['show', 'Menu', 'Menu']"
"['اشوف', 'الاوردرات', 'السابقة']","['show', 'order', 'previous']"
['القائمة'],['Menu']
['ايه'],['late']
['عنوان'],['address']
"['عايزة', 'اشوف']","['show', 'show']"
['غير'],['change']
"['عايزة', '3']","['show', 'item_number']"
['كام'],['invoice']
['العنوان'],['address']
['العنوان'],['address']
['ايه'],['late']
"['عايزة', 'اغير', 'ايه']","['show', 'change', 'late']"
"['الاشياء', 'طلبتها']","['order', 'order']"
['عنواني'],['address']
['عايزة'],['show']
"['شوف', 'منيو', 'الاطباق']","['show', 'Menu', 'Menu']"
"['تفرجيني', 'طلبتها']","['show', 'order']"
"['ايه', 'المنيو']","['late', 'Menu']"
"['اعرف', 'الاوردر', 'لحد']","['show', 'order', 'late']"
['الحجم'],['itemSize']
"['عنوان', 'البيت']","['address', 'address']"
['عايزة'],['show']
"['شوف', 'قائمة', 'الطعام']","['show', 'Menu', 'Menu']"
['منيو'],['Menu']
['المنيو'],['Menu']
"['اشوف', 'الاوردر']","['show', 'order']"
"['الاوردر', 'ايه']","['order', 'late']"
['رقم'],['phone_number']
['اوردر'],['order']
"['حذف', 'العنوان']","['delete', 'address']"
"['عايزة', 'اعرف', 'الاوردر', 'فاضله', 'ايه']","['show', 'show', 'order', 'late', 'late']"
"['اوردر', 'بيتزا', 'سوبر', 'سوبريم', 'ستافد', 'كراست', 'غير', 'بصل']","['order', 'ItemName', 'ItemName', 'ItemName', 'ItemName', 'ItemName', 'change', 'Exclude']"
"['اعرف', 'قديش', 'وقت']","['show', 'show', 'late']"
"['عايزة', '2']","['show', 'item_number']"
"['3', 'مع']","['item_number', 'add']"
"['رقم', 'هاتفى']","['phone_number', 'phone_number']"
"['اشوف', 'الطعام']","['show', 'Menu']"
['الاوردر'],['order']
"['عايزة', 'الغي']","['show', 'cancel']"
"['تبعتلي', 'قائمة']","['show', 'Menu']"
"['شوف', 'الاوردرات', 'السابقة']","['show', 'order', 'previous']"
"['رقم', 'الجوال']","['phone_number', 'phone_number']"
"['اضيف', '2']","['add', 'item_number']"
"['غير', 'العنوان']","['change', 'address']"
['مع'],['add']
"['شوف', 'الاوردرات', 'طلبتها', 'قبل']","['show', 'order', 'order', 'previous']"
['ايه'],['late']
['الفاتورة'],['invoice']
"['امسح', 'تشيكن', 'ميل']","['delete', 'ItemName', 'ItemName']"
['اشوف'],['show']
"['اغير', 'رقم']","['change', 'phone_number']"
"['تغيير', 'اللغة']","['change', 'Language']"
"['الهابي', 'ميل']","['ItemName', 'ItemName']"
['الاوردر'],['order']
"['اشوف', 'المنيو']","['show', 'Menu']"
"['ساندوتش', 'بدون']","['ItemName', 'Exclude']"
['لحد'],['late']
"['احدث', 'العنوان']","['update_data', 'address']"
"['اعرف', 'الاوردر', 'ايه']","['show', 'order', 'late']"
"['اشوف', 'منيو', 'البيتزا']","['show', 'Menu', 'ItemName']"
['الطلبات'],['order']
"['اضيف', 'رقم']","['add', 'phone_number']"
['الاوردر'],['order']
['ايه'],['late']
['الاوردر'],['order']
"['رقم', 'الموبايل']","['phone_number', 'phone_number']"
['الفاتورة'],['invoice']
['ايه'],['late']
"['عايزة', 'اشوف']","['show', 'show']"
['عنواني'],['address']
['مع'],['add']
['عنوان'],['address']
['سلطة'],['ItemName']
"['عايزة', 'اعرف', 'كام']","['show', 'show', 'invoice']"
"['تغيير', 'البيانات']","['change', 'update_data']"
['رقم'],['phone_number']
['مع'],['add']
['اشوف'],['show']
['القائمة'],['Menu']
"['شوف', 'قديش']","['show', 'show']"
"['اسجل', 'عنوان', 'البيت']","['update_data', 'address', 'address']"
"['احدث', 'العنوان']","['update_data', 'address']"
"['3', 'تشيكن']","['item_number', 'ItemName']"
['العنوان'],['address']
"['تشيكن', 'ميل']","['ItemName', 'ItemName']"
"['اشوف', 'طلبتها']","['show', 'order']"
['تفرجيني'],['show']
['مع'],['add']
['غير'],['change']
['ايه'],['late']
['الفاتورة'],['invoice']
['تعرضلي'],['show']
"['اشوف', 'المنيو']","['show', 'Menu']"
['الاوردر'],['order']
['بياناتي'],['update_data']
"['عنوان', 'البيت']","['address', 'address']"
['الاوردر'],['order']
"['احذف', 'العنوان']","['delete', 'address']"
['العنوان'],['address']
['احدث'],['update_data']
"['سلطة', 'بدون', 'بصل']","['ItemName', 'Exclude', 'Exclude']"
['العنوان'],['address']
"['نظره', 'الاوردرات']","['show', 'order']"
['عنوان'],['address']
['القائمة'],['Menu']
"['عايزة', 'العنوان']","['show', 'address']"
['مع'],['add']
['عنوان'],['address']
"['الاوردرات', 'السابقة']","['order', 'previous']"
"['اغير', 'عنواني']","['change', 'address']"
"['رقم', 'موبايلي']","['phone_number', 'phone_number']"
"['قائمة', 'تغيير', 'البيانات']","['Menu', 'change', 'update_data']"
"['اشوف', 'الكارت']","['show', 'card']"
"['احذف', 'العنوان']","['delete', 'address']"
['عنوان'],['address']
"['الطلبات', 'ايه']","['order', 'late']"
"['شوف', 'الطلبات', 'طلبتها', 'قبل']","['show', 'order', 'order', 'previous']"
['اضيف'],['add']
['الاطباق'],['Menu']
"['تضيفلي', 'بيتزا', 'تشيكن']","['add', 'ItemName', 'ItemName']"
"['اشوف', 'منيو']","['show', 'Menu']"
['حذف'],['delete']
['احذف'],['delete']
"['اشوف', 'قبل']","['show', 'previous']"
"['عنوان', 'البيت']","['address', 'address']"
"['غير', 'رقم']","['change', 'phone_number']"
"['اعرضلي', 'الاوردر']","['show', 'order']"
"['اضيف', 'العنوان']","['add', 'address']"
"['احذف', 'العنوان']","['delete', 'address']"
"['الغي', 'العنوان']","['cancel', 'address']"
"['اشوف', 'قائمة', 'الطعام']","['show', 'Menu', 'Menu']"
['الاوردر'],['order']
['الطلبات'],['order']
"['عايزة', 'اغير']","['show', 'change']"
"['ساندوتش', 'كبير']","['ItemName', 'itemSize']"
['الله'],['Gbu']
"['الاوردر', 'فاضله', 'ايه']","['order', 'late', 'late']"
['الاوردر'],['order']
['مع'],['add']
"['اغير', 'رقم']","['change', 'phone_number']"
"['تبعتلي', 'القائمة']","['show', 'Menu']"
"['الحجم', 'الكبير']","['itemSize', 'itemSize']"
['الاوردر'],['order']
['2'],['item_number']
"['اشوف', 'الكارت']","['show', 'card']"
"['اعدل', 'رقم']","['edit', 'phone_number']"
['اعرضلي'],['show']
"['اعرف', 'العنوان']","['show', 'address']"
['عايزة'],['show']
['واحد'],['item_number']
"['رقم', 'الموبايل']","['phone_number', 'phone_number']"
['الفاتورة'],['invoice']
"['عايزة', 'اعرف', 'اوردر']","['show', 'show', 'order']"
['العنوان'],['address']
"['الطلبات', 'السابقة']","['order', 'previous']"
"['الاوردر', 'كام']","['order', 'invoice']"
"['قائمة', 'الطعام']","['Menu', 'Menu']"
"['3', 'ساندوتش', 'كبير']","['item_number', 'ItemName', 'itemSize']"
"['اشوف', 'الكارت']","['show', 'card']"
"['الاوردر', 'دلوقتي']","['order', 'late']"
"['اعرف', 'قديش', 'وقت']","['show', 'show', 'late']"
['رقم'],['phone_number']
['مع'],['add']
"['عايزة', '2', 'مع']","['show', 'item_number', 'add']"
"['اشوف', 'المنيو']","['show', 'Menu']"
['منيو'],['Menu']
['2'],['item_number']
['شوف'],['show']
['احذف'],['delete']
['الاوردر'],['order']
"['عايزة', 'اشوف', 'الكارت']","['show', 'show', 'card']"
['اوردر'],['order']
"['عايزة', 'احدث', 'البيانات']","['show', 'update_data', 'update_data']"
"['اشوف', 'المنيو']","['show', 'Menu']"
"['عايزة', 'اضيف', 'عنوان']","['show', 'add', 'address']"
"['عايزة', 'امسح', 'عنوان', 'البيت']","['show', 'delete', 'address', 'address']"
['شوف'],['show']
"['رقم', 'للرقم']","['phone_number', 'phone_number']"
['ايه'],['late']
"['غير', 'رقم']","['change', 'phone_number']"
['ساندوتش'],['ItemName']
"['وريني', 'الاوردرات', 'القديمة']","['show', 'order', 'previous']"
"['عنوان', 'البيت']","['address', 'address']"
['الاوردر'],['order']
"['غير', 'بياناتي']","['change', 'update_data']"
['شوف'],['show']
['منيو'],['Menu']
['طلبتها'],['order']
"['شيل', 'عنوان', 'البيت']","['edit', 'address', 'address']"
"['عطيني', 'قائمة', 'الطعام']","['show', 'Menu', 'Menu']"
"['عايزة', 'اعدل', 'رقم']","['show', 'edit', 'phone_number']"
['الاوردر'],['order']
['الطلبات'],['order']
