,new_text,new_label
3537,عنوان,address
3538,الاوردرات السابقة,order previous
3539,اغير عنواني,change address
3540,رقم موبايلي,phone_number phone_number
3541,قائمة تغيير البيانات,Menu change update_data
3542,,
3543,,
3544,اشوف الكارت,show card
3545,,
3546,احذف العنوان,delete address
3547,عنوان,address
3548,الطلبات ايه,order late
3549,شوف الطلبات طلبتها قبل,show order order previous
3550,,
3551,اضيف,add
3552,,
3553,الاطباق,Menu
3554,تضيفلي بيتزا تشيكن,add ItemName ItemName
3555,اشوف منيو,show Menu
3556,حذف,delete
3557,احذف,delete
3558,اشوف قبل,show previous
3559,,
3560,,
3561,عنوان البيت,address address
3562,,
3563,,
3564,غير رقم,change phone_number
3565,اعرضلي الاوردر,show order
3566,,
3567,اضيف العنوان,add address
3568,احذف العنوان,delete address
3569,الغي العنوان,cancel address
3570,,
3571,,
3572,,
3573,,
3574,اشوف قائمة الطعام,show Menu Menu
3575,الاوردر,order
3576,الطلبات,order
3577,عايزة اغير,show change
3578,ساندوتش كبير,ItemName itemSize
3579,,
3580,,
3581,الله,Gbu
3582,,
3583,,
3584,الاوردر فاضله ايه,order late late
3585,الاوردر,order
3586,مع,add
3587,اغير رقم,change phone_number
3588,,
3589,تبعتلي القائمة,show Menu
3590,الحجم الكبير,itemSize itemSize
3591,,
3592,,
3593,الاوردر,order
3594,,
3595,2,item_number
3596,اشوف الكارت,show card
3597,اعدل رقم,edit phone_number
3598,,
3599,,
3600,اعرضلي,show
3601,اعرف العنوان,show address
3602,عايزة,show
3603,واحد,item_number
3604,رقم الموبايل,phone_number phone_number
3605,الفاتورة,invoice
3606,عايزة اعرف اوردر,show show order
3607,,
3608,,
3609,العنوان,address
3610,,
3611,الطلبات السابقة,order previous
3612,الاوردر كام,order invoice
3613,قائمة الطعام,Menu Menu
3614,3 ساندوتش كبير,item_number ItemName itemSize
3615,,
3616,اشوف الكارت,show card
3617,الاوردر دلوقتي,order late
3618,,
3619,,
3620,اعرف قديش وقت,show show late
3621,رقم,phone_number
3622,مع,add
3623,عايزة 2 مع,show item_number add
3624,اشوف المنيو,show Menu
3625,,
3626,,
3627,منيو,Menu
3628,2,item_number
3629,شوف,show
3630,,
3631,احذف,delete
3632,الاوردر,order
3633,عايزة اشوف الكارت,show show card
3634,,
3635,اوردر,order
3636,,
3637,عايزة احدث البيانات,show update_data update_data
3638,اشوف المنيو,show Menu
3639,عايزة اضيف عنوان,show add address
3640,عايزة امسح عنوان البيت,show delete address address
3641,شوف,show
3642,,
3643,,
3644,,
3645,,
3646,رقم للرقم,phone_number phone_number
3647,,
3648,,
3649,ايه,late
3650,,
3651,,
3652,,
3653,غير رقم,change phone_number
3654,ساندوتش,ItemName
3655,,
3656,وريني الاوردرات القديمة,show order previous
3657,,
3658,عنوان البيت,address address
3659,الاوردر,order
3660,غير بياناتي,change update_data
3661,شوف,show
3662,,
3663,منيو,Menu
3664,طلبتها,order
3665,شيل عنوان البيت,edit address address
3666,عطيني قائمة الطعام,show Menu Menu
3667,عايزة اعدل رقم,show edit phone_number
3668,,
3669,,
3670,,
3671,,
3672,الاوردر,order
3673,الطلبات,order
3674,الاوردر 3,order item_number
3675,العنوان,address
3676,,
3677,عنواني,address
3678,,
3679,,
3680,الفاتورة,invoice
3681,الطلبات,order
3682,عايزة ميل,show ItemName
3683,الطلبات السابقة,order previous
3684,تفرجيني قائمة الطلبات السابقة,show Menu order previous
3685,,
3686,اسجل العنوان,update_data address
3687,اسجل عنوان,update_data address
3688,,
3689,اغير,change
3690,رقم الموبايل للرقم,phone_number phone_number phone_number
3691,ايه,late
3692,,
3693,,
3694,شوف الاوردرات طلبتها قبل,show order order previous
3695,منيو,Menu
3696,اغير العنوان,change address
3697,رقم موبايلي,phone_number phone_number
3698,,
3699,,
3700,عايزة اغير عنوان,show change address
3701,الفاتورة,invoice
3702,,
3703,احذف العنوان,delete address
3704,,
3705,عايزة اشوف منيو,show show Menu
3706,,
3707,قائمة تغيير البيانات,Menu change update_data
3708,غير رقم الموبايل,change phone_number phone_number
3709,رقم الجوال,phone_number phone_number
3710,رقم موبايلي,phone_number phone_number
3711,رقم,phone_number
3712,الجوال,phone_number
3713,,
3714,العنوان,address
3715,بيتزا سوبر سوبريم,ItemName ItemName ItemName
3716,,
3717,كبير,itemSize
3718,مع,add
3719,الطلبات,order
3720,مع,add
3721,,
3722,,
3723,,
3724,الغي عنواني,cancel address
3725,تغيير البيانات,change update_data
3726,,
3727,ميل,ItemName
3728,,
3729,,
3730,اسجل عنوان,update_data address
3731,غير العنوان,change address
3732,,
3733,عايزة,show
3734,عايزة منيو,show Menu
3735,البيت البيت عنوان غير,address address address change
3736,اشوف,show
3737,,
3738,اشوف,show
3739,تعرضلي المنيو,show Menu
3740,رقم,phone_number
3741,كام,invoice
3742,العنوان,address
3743,اعدل عنواني,edit address
3744,,
3745,,
3746,اغير رقم الموبايل,change phone_number phone_number
3747,,
3748,المنيو,Menu
3749,اشوف المنيو,show Menu
3750,الاوردر,order
3751,هاخد,show
3752,,
3753,البيانات,update_data
3754,احذف عنوان البيت,delete address address
3755,الفاتورة,invoice
3756,,
3757,كام,invoice
3758,عايزة عنواني,show address
3759,تغيير,change
3760,العنوان,address
3761,الاوردر فاضله ايه,order late late
3762,3,item_number
3763,احط رقم البيت,add phone_number address
3764,اسجل رقم الموبايل,update_data phone_number phone_number
3765,,
3766,,
3767,العنوان,address
3768,شوف الطعام,show Menu
3769,الفاتورة,invoice
3770,,
3771,,
3772,اتنين كبير,item_number itemSize
3773,,
3774,,
3775,,
3776,الطلبات,order
3777,,
3778,الاوردر,order
3779,عايزة مع,show add
3780,مع,add
3781,اشوف الطلبات,show order
3782,اضيف عنوان,add address
3783,,
3784,عطيني الفاتورة,show invoice
3785,,
3786,اضيف عنوان,add address
3787,اشوف,show
3788,الاوردر,order
3789,,
3790,مع,add
3791,2 مع كبير,item_number add itemSize
3792,,
3793,عايزة,show
3794,,
3795,تشيكن ميل,ItemName ItemName
3796,رقم 3,phone_number item_number
3797,امسح,delete
3798,,
3799,,
3800,,
3801,2 واحد واحد كبير,item_number item_number item_number itemSize
3802,رقم موبايلي,phone_number phone_number
3803,اعدل العنوان,edit address
3804,بيتزا سوبر سوبريم,ItemName ItemName ItemName
3805,وريني الطلبات,show order
3806,كبير طحينه غير,itemSize ingredients change
3807,,
3808,شوف الكارت,show card
3809,اغير اللغة,change Language
3810,,
3811,,
3812,الاوردر,order
3813,,
3814,5 ساندوتش مع 2,item_number ItemName add item_number
3815,اغير عنوان,change address
3816,,
3817,الطلبات ايه,order late
3818,الاوردر,order
3819,,
3820,,
3821,,
3822,غير عنوان,change address
3823,عايزة اشوف اوردراتي,show show order
3824,,
3825,عايزة بيتزا كبير,show ItemName itemSize
3826,,
3827,,
3828,تفرجيني,show
3829,تغيير البيانات,change update_data
3830,,
3831,اللغة,Language
3832,شيل,edit
3833,عنوان البيت,address address
3834,,
3835,,
3836,,
3837,,
3838,مع,add
3839,3 بيتزا كبير بصل,item_number ItemName itemSize Exclude
3840,,
3841,عنواني,address
3842,وقت,late
3843,عايزة,show
3844,عنوان البيت,address address
3845,الاوردر,order
3846,عنوان,address
3847,احذف العنوان,delete address
3848,احذف العنوان,delete address
3849,اشوف منيو,show Menu
3850,,
3851,مع,add
3852,تعرضلي,show
3853,ايه,late
3854,,
3855,,
3856,اللغة الانجليزية,Language Language
3857,هاخد 3 بيتزا كبير,show item_number ItemName itemSize
3858,الاوردر,order
3859,قائمة تغيير البيانات,Menu change update_data
3860,عنواني,address
3861,3 بصل,item_number Exclude
3862,اغير العنوان,change address
3863,,
3864,مع سلطة,add ItemName
3865,الغي عنواني,cancel address
3866,,
3867,الاوردر,order
3868,تبعتلي منيو,show Menu
3869,مع,add
3870,قائمة,Menu
3871,منيو,Menu
3872,غير العنوان,change address
3873,عنوان,address
3874,الاطباق,Menu
3875,مع,add
3876,دلوقتي,late
3877,تفرجيني قائمة الاوردرات السابقة,show Menu order previous
3878,,
3879,عايزة اشوف الاوردرات,show show order
3880,اضيف عنوان البيت,add address address
3881,كبير,itemSize
3882,عايزة,show
3883,للرقم,phone_number
3884,عنوان,address
3885,عايزة اشوف قبل,show show previous
3886,اشوف منيو,show Menu
3887,اعرضلي الاوردر,show order
3888,بيتزا,ItemName
3889,,
3890,كبير بدون مع,itemSize Exclude add
3891,اشوف,show
3892,اشوف الاوردر,show order
3893,اعرضلي,show
3894,,
3895,عايزة,show
3896,,
3897,اعرضلي السابقة,show previous
3898,رقم الموبايل,phone_number phone_number
3899,وريني قبل,show previous
3900,ايه,late
3901,المنيو,Menu
3902,وريني الطلبات,show order
3903,اشوف الطلبات,show order
3904,العنوان,address
3905,اشوف قبل,show previous
3906,العنوان,address
3907,الاوردر,order
3908,,
3909,عايزة الاوردر,show order
3910,تعرضلي الطلبات,show order
3911,شوف الاوردر,show order
3912,امسح عنواني,delete address
3913,,
3914,,
3915,,
3916,,
3917,عايزة احدد عنوان,show add address
3918,اشوف الطلبات السابقة,show order previous
3919,للرقم,phone_number
3920,القائمة,Menu
3921,غير رقم,change phone_number
3922,اشوف الكارت,show card
3923,احذف,delete
3924,قبل,previous
3925,تبعتلي,show
3926,بياناتي,update_data
3927,تغيير البيانات,change update_data
3928,ساندوتش,ItemName
3929,اغير رقم موبايلي,change phone_number phone_number
3930,,
3931,العنوان,address
3932,,
3933,شوف المنيو,show Menu
3934,,
3935,الاوردر,order
3936,,
3937,قديش وقت الاوردر,show late order
3938,,
3939,,
3940,قائمة الطعام,Menu Menu
3941,ايه الاوردرات,late order
3942,المنيو,Menu
3943,,
3944,عايزة اضيف عنوان,show add address
3945,عايزة اسجل عنوان البيت,show update_data address address
3946,اغير عنوان البيت,change address address
3947,غير عنوان البيت,change address address
3948,اغير رقم الجوال,change phone_number phone_number
3949,,
3950,,
3951,ميل,ItemName
3952,تشيكن,ItemName
3953,اغير رقم للرقم,change phone_number phone_number
3954,3 بيتزا,item_number ItemName
3955,3 بصل,item_number Exclude
3956,,
3957,رقم,phone_number
3958,عنوان البيت,address address
3959,,
3960,,
3961,تفرجيني المنيو,show Menu
3962,,
3963,,
3964,اعرضلي الكارت,show card
3965,,
3966,امسح عنوان البيت,delete address address
3967,رقم,phone_number
3968,,
3969,اشوف الاوردرات طلبتها قبل,show order order previous
3970,اشوف ايه,show late
3971,مع,add
3972,الاوردر رقم للحين,order phone_number late
3973,شوف,show
3974,,
3975,اعرضلي,show
3976,,
3977,اسجل عنواني,update_data address
3978,تفرجيني,show
3979,,
3980,,
3981,3 كبير,item_number itemSize
3982,اعرف الاوردر وقت اد ايه,show order late late late
3983,,
3984,,
3985,تغيير الموبايل,change phone_number
3986,هاخد كبير,show itemSize
3987,عنواني,address
3988,اشوف,show
3989,عايزة ساندوتش,show ItemName
3990,,
3991,,
3992,شوف الطلبات السابقة,show order previous
3993,امسح,delete
3994,طلباتي طلبتها,order order
3995,,
3996,تغيير البيانات,change update_data
3997,,
3998,ايه,late
3999,عايزة القائمة,show Menu
4000,بدون,Exclude
4001,الاوردر,order
4002,,
4003,اعرضلي,show
4004,,
4005,الاوردر,order
4006,,
4007,رقم,phone_number
4008,رقم للرقم,phone_number phone_number
4009,اضيف رقم,add phone_number
4010,,
4011,اغير للرقم,change phone_number
4012,,
4013,الفاتورة,invoice
4014,,
4015,منيو,Menu
4016,رقم الجوال,phone_number phone_number
4017,,
4018,سلطة,ItemName
4019,,
4020,اوردر,order
4021,ايه دلوقتي,late late
4022,وريني,show
4023,اشوف الطلبات السابقة,show order previous
4024,عايزة,show
4025,,
4026,,
4027,,
4028,شوف,show
4029,,
4030,العنوان,address
4031,العنوان,address
4032,,
4033,للرقم,phone_number
4034,البيانات,update_data
4035,,
4036,,
4037,اغير رقم للرقم,change phone_number phone_number
4038,عنوان,address
4039,2 بيتزا تشيكن سوبريم بصل,item_number ItemName ItemName ItemName Exclude
4040,تفرجيني,show
4041,,
4042,الفاتورة,invoice
4043,,
4044,,
4045,,
4046,شوف الاوردرات طلبتها,show order order
4047,عنواني,address
4048,الاوردر,order
4049,العنوان,address
4050,اغير رقم الجوال,change phone_number phone_number
4051,عايزة اشوف,show show
4052,قديش,show
4053,قائمة الطعام,Menu Menu
4054,,
4055,,
4056,,
4057,الكارت,card
4058,,
4059,,
4060,تشيكن ميل,ItemName ItemName
4061,الاوردر ايه,order late
4062,,
4063,احذف العنوان,delete address
4064,الاوردر,order
4065,الطعام,Menu
4066,2 بيتزا,item_number ItemName
4067,,
4068,عايزة منيو,show Menu
4069,تغيير البيانات,change update_data
4070,شوف المنيو,show Menu
4071,تشيكن مع,ItemName add
4072,,
4073,,
4074,ايه,late
4075,,
4076,تشيكن,ItemName
4077,,
4078,اضيف عنوان,add address
4079,تعرضلي منيو,show Menu
4080,,
4081,شوف المنيو,show Menu
4082,شوف السندوتشات,show ItemName
4083,امسح,delete
4084,,
4085,الطلبات القديمة,order previous
4086,شوف الاوردرات,show order
4087,,
4088,,
4089,شوف,show
4090,الغاء العنوان,cancel address
4091,عنواني,address
4092,,
4093,اعرف ايه,show late
4094,الطلبات,order
4095,,
4096,الطلبات,order
4097,كبير,itemSize
4098,,
4099,مع,add
4100,عايزة الغي العنوان,show cancel address
4101,هاخد 3 بيتزا سوبر سوبريم مع,show item_number ItemName ItemName ItemName add
4102,العنوان,address
4103,الفاتورة,invoice
4104,اشوف,show
4105,رقم الجوال,phone_number phone_number
4106,,
4107,3 كبير,item_number itemSize
4108,العنوان,address
4109,,
4110,اشوف,show
4111,المنيو,Menu
4112,,
4113,,
4114,البيانات,update_data
4115,,
4116,المنيو,Menu
4117,كبير غير مع,itemSize change add
4118,,
4119,تعرضلي المنيو,show Menu
4120,2 ساندوتش,item_number ItemName
4121,تغيير البيانات,change update_data
4122,وريني المنيو,show Menu
4123,رقم,phone_number
4124,غير رقم,change phone_number
4125,كبيرة,itemSize
4126,الكارت,card
4127,,
4128,عنواني,address
4129,مع,add
4130,اغير,change
4131,شوف المنيو,show Menu
4132,,
4133,رقم,phone_number
4134,رقم,phone_number
4135,كبير,itemSize
4136,الاوردر,order
4137,,
4138,2 بيتزا,item_number ItemName
4139,عايزة اغير,show change
4140,,
4141,,
4142,,
4143,,
4144,اعرضلي منيو بيتزا,show Menu ItemName
4145,عايزة قائمة البيانات,show Menu update_data
4146,نظره طلبتها,show order
4147,3 بصل غير طحينه,item_number Exclude change ingredients
4148,تفرجيني الطعام,show Menu
4149,الاوردر,order
4150,الاوردر,order
4151,عايزة,show
4152,شوف طلبتها,show order
4153,عايزة,show
4154,,
4155,احذف,delete
4156,الاوردر,order
4157,رقم هاتفى للرقم,phone_number phone_number phone_number
4158,عايزة العنوان,show address
4159,غير,change
4160,,
4161,عايزة اغير عنوان,show change address
4162,3 ساندوتش شيل,item_number ItemName edit
4163,رقم,phone_number
4164,العنوان,address
4165,عنوان البيت,address address
4166,,
4167,,
4168,القائمة,Menu
4169,2 بيتزا,item_number ItemName
4170,الطلبات,order
4171,ايه,late
4172,اضيف عنواني,add address
4173,ايه الاوردر,late order
4174,اعرف الاوردر,show order
4175,شوف الكارت,show card
4176,غير,change
4177,قبل,previous
4178,مع,add
4179,ايه المنيو,late Menu
4180,عنواني,address
4181,,
4182,,
4183,الغي تشيكن,cancel ItemName
4184,الغي العنوان,cancel address
4185,,
4186,,
4187,الاوردرات القديمة,order previous
4188,مع,add
4189,المنيو,Menu
4190,الطلبات,order
4191,اد ايه,late late
4192,البيانات,update_data
4193,,
4194,,
4195,عايزة اعرف ايه,show show late
4196,,
4197,,
4198,مع,add
4199,اغير,change
4200,,
4201,شوف الطعام,show Menu
4202,,
4203,غير رقم للرقم,change phone_number phone_number
4204,اعرضلي قائمة الطعام,show Menu Menu
4205,,
4206,الغي العنوان,cancel address
4207,اغير رقم,change phone_number
4208,المنيو,Menu
4209,,
4210,كام,invoice
4211,احذف العنوان,delete address
4212,عايزة,show
4213,عايزة اغير للرقم,show change phone_number
4214,غير رقم الموبايل,change phone_number phone_number
4215,مع سلطة,add ItemName
4216,مع,add
4217,,
4218,الاوردر اتنين ساندوتش,order item_number ItemName
4219,الطلبات,order
4220,قائمة تغيير البيانات,Menu change update_data
4221,مع,add
4222,ايه,late
4223,3 تشيكن بصل,item_number ItemName Exclude
4224,عايزة رقم,show phone_number
4225,اضيف عنواني,add address
4226,اشوف القائمة,show Menu
4227,تبديل لغة,edit Language
4228,,
4229,اشوف الطلبات القديمة,show order previous
4230,البيانات,update_data
4231,مع,add
4232,قبل,previous
4233,عايزة,show
4234,الاوردرات السابقة,order previous
4235,عايزة,show
4236,الاوردر,order
4237,وريني الاوردر,show order
4238,اعرف,show
4239,الطلبات,order
4240,,
4241,اضيف عنوان البيت,add address address
4242,,
4243,,
4244,اضيف عنواني,add address
4245,ايه,late
4246,3 بصل مع,item_number Exclude add
4247,موبايلي,phone_number
4248,,
4249,بيتزا صغيرة,ItemName itemSize
4250,,
4251,,
4252,تبعتلي الاوردر,show order
4253,ايه,late
4254,مع,add
4255,,
4256,واحد,item_number
4257,الغي,cancel
4258,,
4259,,
4260,الغي,cancel
4261,مع,add
4262,احذف تشيكن,delete ItemName
4263,قائمة الطعام,Menu Menu
4264,تغيير البيانات,change update_data
4265,,
4266,رقم الجوال,phone_number phone_number
4267,2 مع سلطة,item_number add ItemName
4268,منيو,Menu
4269,,
4270,,
4271,عايزة اغير,show change
4272,اغير العنوان,change address
4273,,
4274,,
4275,,
4276,,
4277,3,item_number
4278,,
4279,رقم,phone_number
4280,الانجليزية,Language
4281,,
4282,,
4283,غير بياناتي,change update_data
4284,,
4285,السابقة,previous
4286,اغير رقم الموبايل,change phone_number phone_number
4287,امسح سوبريم,delete ItemName
4288,عنواني,address
4289,رقم,phone_number
4290,اسجل عنوان,update_data address
4291,عايزة ساندوتش,show ItemName
4292,,
4293,امسح العنوان,delete address
4294,,
4295,الاوردرات السابقة,order previous
4296,حذف,delete
4297,وريني الاوردر,show order
4298,,
4299,,
4300,,
4301,عنوان,address
4302,القائمة,Menu
4303,الاوردر ايه,order late
4304,,
4305,اغير رقم للرقم,change phone_number phone_number
4306,تبديل رقم,edit phone_number
4307,,
4308,,
4309,2 ساندوتش,item_number ItemName
4310,ايه,late
4311,عايزة اغير عنواني,show change address
4312,سلطة كبير,ItemName itemSize
4313,,
4314,,
4315,,
4316,3 مع بدون,item_number add Exclude
4317,الطلبات ايه,order late
4318,مع,add
4319,الاوردر,order
4320,,
4321,ايه,late
4322,شوف,show
4323,الاوردر,order
4324,عايزة احط العنوان,show add address
4325,الطلبات,order
4326,,
4327,,
4328,اغير رقم الجوال,change phone_number phone_number
4329,عايزة اشوف,show show
4330,غير رقم الجوال,change phone_number phone_number
4331,الاوردر ايه,order late
4332,,
4333,عايزة القائمة السابقة,show Menu previous
4334,,
4335,الاوردر,order
4336,الغي عنوان البيت,cancel address address
4337,,
4338,,
4339,اشوف قبل,show previous
4340,الاوردر,order
4341,اضيف عنوان,add address
4342,,
4343,,
4344,احدد,add
4345,,
4346,سلطة كبير,ItemName itemSize
4347,العنوان,address
4348,,
4349,ايه تغيير الموبايل,late change phone_number
4350,,
4351,,
4352,الاوردر رقم,order phone_number
4353,,
4354,حسابى,invoice
4355,اشوف المنيو,show Menu
4356,الغي,cancel
4357,الاوردر,order
4358,عايزة الغي عنوان البيت,show cancel address address
4359,احذف العنوان,delete address
4360,العنوان,address
4361,,
4362,,
4363,الاوردر,order
4364,الطلبات,order
4365,,
4366,,
4367,غير,change
4368,اشوف منيو,show Menu
4369,امسح,delete
4370,الاوردر اد ايه,order late late
4371,رقم الموبايل,phone_number phone_number
4372,شوف المنيو,show Menu
4373,عطيني قائمة تغيير البيانات,show Menu change update_data
4374,عايزة اسجل عنوان البيت,show update_data address address
4375,,
4376,العنوان,address
4377,,
4378,,
4379,رقم الموبايل,phone_number phone_number
4380,,
4381,اشوف الاوردر,show order
4382,,
4383,,
4384,مع,add
4385,عايزة لغة,show Language
4386,عايزة منيو,show Menu
4387,,
4388,,
4389,,
4390,ساندوتش,ItemName
4391,الاوردر,order
4392,,
4393,اشوف الكارت,show card
4394,,
4395,شوف الكارت,show card
4396,كبير غير بصل طحينه,itemSize change Exclude ingredients
4397,اغير,change
4398,الاوردر,order
4399,,
4400,,
4401,,
4402,,
4403,هاخد,show
4404,عايزة اشوف الكارت,show show card
4405,اغير رقم,change phone_number
4406,تغيير عنوان,change address
4407,الكارت,card
4408,,
4409,,
4410,الغي عنواني,cancel address
4411,,
4412,اعرف الاوردر,show order
4413,عنوان,address
4414,,
4415,,
4416,اشوف,show
4417,اشوف الاوردر,show order
4418,,
4419,عنواني,address
4420,,
4421,امسح,delete
4422,اغير رقم للرقم,change phone_number phone_number
4423,,
4424,تضيفلي,add
4425,الطعام,Menu
4426,عايزة,show
4427,عنوان,address
4428,الاوردر,order
4429,,
4430,تطلعنى,show
4431,عايزة اضيف عنواني,show add address
4432,شوف الطلبات السابقة,show order previous
4433,,
4434,الاوردر,order
4435,عايزة اغير بياناتي,show change update_data
4436,احذف,delete
4437,اعرف الفاتورة,show invoice
4438,اعدل عنواني,edit address
4439,الفاتورة,invoice
4440,رقم هاتفى للرقم,phone_number phone_number phone_number
4441,,
4442,,
4443,اعرضلي طلبتها,show order
4444,اضيف,add
4445,الاوردر,order
4446,,
4447,تفرجيني الطعام قبل,show Menu previous
4448,,
4449,,
4450,اعرضلي,show
4451,,
4452,3 بيتزا,item_number ItemName
4453,2 بيتزا,item_number ItemName
4454,,
4455,احط العنوان,add address
4456,عايزة,show
4457,شوف المنيو,show Menu
4458,اضيف,add
4459,,
4460,شوف منيو,show Menu
4461,عايزة 3 بيتزا,show item_number ItemName
4462,شوف الكارت,show card
4463,,
4464,,
4465,الاوردرات,order
4466,اضيف عنوان,add address
4467,الغي عنواني,cancel address
4468,تفرجيني طلبتها,show order
4469,قائمة الطعام,Menu Menu
4470,تغيير البيانات,change update_data
4471,اضيف عنوان,add address
4472,الاوردر,order
4473,تبعتلي,show
4474,الطلبات,order
4475,منيو,Menu
4476,عايزة اضيف عنوان البيت,show add address address
4477,عايزة اسجل عنوان,show update_data address
4478,,
4479,الاوردر,order
4480,شوف منيو,show Menu
4481,اغير رقم,change phone_number
4482,,
4483,عنواني,address
4484,السابقة,previous
4485,,
4486,عنوان,address
4487,عايزة,show
4488,,
4489,المنيو,Menu
4490,اشوف قائمة الطعام,show Menu Menu
4491,البيانات,update_data
4492,,
4493,,
4494,,
4495,,
4496,شوف المنيو,show Menu
4497,الاوردر رقم لحد,order phone_number late
4498,العنوان,address
4499,اعرضلي الكارت,show card
4500,غير رقم للرقم,change phone_number phone_number
4501,اشوف الاوردر,show order
4502,احدث عنواني,update_data address
4503,العنوان,address
4504,شوف الطلبات السابقة,show order previous
4505,عطيني الطلبات طلبتها قبل,show order order previous
4506,الغي,cancel
4507,,
4508,الاوردر,order
4509,تشيكن,ItemName
4510,,
4511,,
4512,العنوان,address
4513,عنوان البيت,address address
4514,الاوردر رقم,order phone_number
4515,عايزة اعرف كام,show show invoice
4516,شوف قائمة الطعام,show Menu Menu
4517,3 كبير,item_number itemSize
4518,,
4519,ساندوتش,ItemName
4520,تشيكن,ItemName
4521,اشوف حسابى,show invoice
4522,وقت,late
4523,نظره الاوردرات,show order
4524,اضيف عنوان,add address
4525,الاوردر 2 تشيكن,order item_number ItemName
4526,,
4527,الاوردر,order
4528,اعرضلي منيو سبكترا,show Menu location
4529,اعرف قديش وقت الاوردر,show show late order
4530,اضيف,add
4531,تفرجيني قبل,show previous
4532,اعرضلي الاوردر,show order
4533,احذف العنوان,delete address
4534,عنواني,address
4535,كام,invoice
4536,اشوف منيو,show Menu
4537,عايزة,show
4538,,
4539,,
4540,الطلبات,order
4541,,
4542,عنوان,address
4543,الفاتورة,invoice
4544,احذف,delete
4545,,
4546,ايه,late
4547,عايزة اتنين,show item_number
4548,تغيير البيانات,change update_data
4549,اغير,change
4550,عايزة 2 بيتزا تشيكن كبير,show item_number ItemName ItemName itemSize
4551,الغي عنواني,cancel address
4552,وقت,late
4553,الاوردر مجاش,order late
4554,عايزة احط عنواني,show add address
4555,,
4556,اشوف الاوردر,show order
4557,,
4558,تفرجيني المنيو,show Menu
4559,,
4560,احدث رقم الموبايل,update_data phone_number phone_number
4561,قائمة تغيير البيانات,Menu change update_data
4562,مع,add
4563,ساندوتش,ItemName
4564,عنوان البيت,address address
4565,,
4566,,
4567,تبديل,edit
4568,الاوردر,order
4569,رقم الجوال,phone_number phone_number
4570,,
4571,رقم,phone_number
4572,,
4573,غير,change
4574,رقم,phone_number
4575,,
4576,العنوان,address
4577,,
4578,اشوف,show
4579,الطلبات,order
4580,الهابي ميل,ItemName ItemName
4581,غير العنوان,change address
4582,,
4583,كبير,itemSize
4584,,
4585,عايزة اشوف الاوردر,show show order
4586,ماوصل,late
4587,2 مع,item_number add
4588,,
4589,,
4590,الفاتورة,invoice
4591,,
4592,بيتزا,ItemName
4593,,
4594,عايزة احذف,show delete
4595,مع,add
4596,الاوردر,order
4597,,
4598,,
4599,للرقم,phone_number
4600,اسجل عنوان,update_data address
4601,عنواني,address
4602,شوف الكارت,show card
4603,,
4604,,
4605,,
4606,العنوان,address
4607,اضيف العنوان,add address
4608,تبعتلي قائمة,show Menu
4609,غير البيانات,change update_data
4610,عنوان البيت,address address
4611,اشوف الاوردر رقم,show order phone_number
4612,,
4613,اعرضلي طلباتي,show order
4614,ايه الاوردر,late order
4615,شوف منيو,show Menu
4616,ساندوتش,ItemName
4617,,
4618,,
4619,اشوف الكارت,show card
4620,الاوردر,order
4621,الحجم,itemSize
4622,الغي تشيكن,cancel ItemName
4623,الاوردر,order
4624,رقم,phone_number
4625,الاوردر,order
4626,,
4627,اضيف العنوان,add address
4628,عنوان البيت,address address
4629,الاوردر,order
4630,,
4631,,
4632,اللغة الانجليزية,Language Language
4633,عنوان,address
4634,,
4635,,
4636,احذف,delete
4637,,
4638,الطلبات السابقة,order previous
4639,,
4640,,
4641,,
4642,,
4643,,
4644,,
4645,مع كبير,add itemSize
4646,هاخد مع,show add
4647,,
4648,غير العنوان,change address
4649,عايزة اغير,show change
4650,احذف,delete
4651,رقم هاتفى الجوال,phone_number phone_number phone_number
4652,الاوردر مجاش لحد دلوقتى ايه,order late late late late
4653,تغيير البيانات,change update_data
4654,الاوردر,order
4655,اشوف الاوردرات طلبتها قبل,show order order previous
4656,,
4657,اشوف منيو,show Menu
4658,,
4659,,
4660,اغير رقم الموبايل,change phone_number phone_number
4661,قائمة البيانات,Menu update_data
4662,اشوف الاوردر,show order
4663,اعدل رقم هاتفى للرقم,edit phone_number phone_number phone_number
4664,احط رقم,add phone_number
4665,البيانات,update_data
4666,الاوردرات السابقة,order previous
4667,الكارت,card
4668,تشيكن ساندوتش,ItemName ItemName
4669,,
4670,قائمة,Menu
4671,,
4672,اوردر,order
4673,ميل,ItemName
4674,منيو الاطباق,Menu Menu
4675,,
4676,اللغة,Language
4677,ايه رقم الاوردر,late phone_number order
4678,العنوان,address
4679,,
4680,عايزة الطلبات,show order
4681,2,item_number
4682,اروح,show
4683,العنوان,address
4684,اتنين,item_number
4685,الحجم الكبير,itemSize itemSize
4686,,
4687,,
4688,قائمة,Menu
4689,اوردر,order
4690,الغي,cancel
4691,اشوف طلبتها,show order
4692,مع,add
4693,عايزة عنوان البيت,show address address
4694,3 بيتزا كبير,item_number ItemName itemSize
4695,,
4696,,
4697,العنوان,address
4698,عايزة اشوف الكارت,show show card
4699,,
4700,,
4701,,
4702,مع,add
4703,اوردر,order
4704,اشوف الاوردرات,show order
4705,عايزة احذف,show delete
4706,,
4707,اعرف الاوردر,show order
4708,,
4709,اشوف منيو,show Menu
4710,,
4711,قديش,show
